account,traditional_category
a13867,forward_only
a14674,isolated
a20410,backward_only
a00056,isolated
a06019,backward_only
a13745,isolated
a27769,isolated
a06439,forward_only
a05622,isolated
a00898,forward_only
a00057,both_directions
a16112,forward_only
a02897,isolated
a00131,both_directions
a11034,both_directions
a30805,both_directions
a17238,backward_only
a26143,backward_only
a01594,backward_only
a19815,backward_only
a26578,isolated
a16875,forward_only
a19786,forward_only
a18545,forward_only
a08343,forward_only
a30953,isolated
a04544,backward_only
a01553,isolated
a22775,both_directions
a06218,backward_only
a04013,isolated
a16449,isolated
a10360,isolated
a22736,isolated
a13309,backward_only
a11978,isolated
a08599,backward_only
a01425,both_directions
a08284,isolated
a05373,isolated
a07720,isolated
a07889,backward_only
a30414,isolated
a02454,isolated
a17410,both_directions
a22765,both_directions
a09638,backward_only
a01448,isolated
a08339,isolated
a09913,forward_only
a25804,both_directions
a06058,isolated
a08757,forward_only
a08686,forward_only
a22862,forward_only
a16264,backward_only
a11668,isolated
a16859,isolated
a17747,backward_only
a03898,both_directions
a23857,both_directions
a01343,isolated
a26156,isolated
a18836,isolated
a27694,isolated
a14835,backward_only
a15111,isolated
a28213,backward_only
a18164,isolated
a27323,isolated
a17998,forward_only
a03728,forward_only
a13081,backward_only
a24611,both_directions
a13484,isolated
a08829,forward_only
a10431,isolated
a10109,backward_only
a06598,forward_only
a17396,both_directions
a23381,isolated
a23093,both_directions
a23344,isolated
a20716,both_directions
a05290,isolated
a26350,backward_only
a00015,isolated
a24361,forward_only
a10592,both_directions
a19019,isolated
a19995,isolated
a11215,isolated
a15212,backward_only
a29848,isolated
a09966,forward_only
a16187,isolated
a30460,forward_only
a28400,isolated
a10938,backward_only
a25068,isolated
a11770,isolated
a13565,isolated
a11309,isolated
a00605,isolated
a28472,isolated
a12072,isolated
a22121,both_directions
a04870,isolated
a29618,isolated
a28378,both_directions
a04023,both_directions
a13498,isolated
a03920,forward_only
a04432,both_directions
a19373,isolated
a00042,backward_only
a12517,backward_only
a00529,isolated
a26558,both_directions
a11660,forward_only
a01871,both_directions
a30132,isolated
a10534,isolated
a00249,isolated
a10937,both_directions
a30926,backward_only
a03043,isolated
a09360,isolated
a07141,isolated
a27680,isolated
a03916,both_directions
a17701,forward_only
a28247,both_directions
a20601,isolated
a16670,both_directions
a13652,both_directions
a03975,isolated
a07811,backward_only
a26821,isolated
a16331,isolated
a06779,both_directions
a07444,isolated
a00219,isolated
a01704,isolated
a31115,isolated
a12956,both_directions
a31031,forward_only
a17762,isolated
a16283,backward_only
a15218,both_directions
a18780,isolated
a05107,backward_only
a22921,both_directions
a19352,isolated
a19586,backward_only
a17549,isolated
a22838,forward_only
a10358,isolated
a18062,isolated
a25957,isolated
a10732,forward_only
a27274,isolated
a27001,isolated
a12731,forward_only
a12887,isolated
a30324,isolated
a29889,backward_only
a24381,both_directions
a07157,isolated
a25712,isolated
a27184,isolated
a07420,forward_only
a20562,isolated
a29091,forward_only
a28935,isolated
a05196,isolated
a07729,backward_only
a28659,isolated
a12408,both_directions
a07714,backward_only
a11865,forward_only
a22329,isolated
a08228,both_directions
a06534,backward_only
a13443,forward_only
a18443,backward_only
a20839,isolated
a06964,isolated
a25149,isolated
a17688,isolated
a20888,isolated
a25346,isolated
a17027,forward_only
a02909,both_directions
a13655,isolated
a05038,isolated
a25194,backward_only
a07628,backward_only
a30238,isolated
a21598,isolated
a21432,isolated
a22588,backward_only
a05571,isolated
a16101,both_directions
a31017,forward_only
a09523,isolated
a17612,isolated
a29502,forward_only
a02037,isolated
a20034,isolated
a11773,isolated
a09598,isolated
a15761,isolated
a00313,backward_only
a17580,isolated
a10533,isolated
a04388,forward_only
a26185,isolated
a07004,backward_only
a03110,forward_only
a24357,isolated
a31260,isolated
a27683,backward_only
a06879,isolated
a25406,both_directions
a12401,backward_only
a03332,isolated
a12598,isolated
a06310,isolated
a15336,both_directions
a26510,isolated
a13608,isolated
a27783,backward_only
a06889,backward_only
a23985,isolated
a13933,isolated
a11928,both_directions
a06339,isolated
a31391,forward_only
a04656,backward_only
a23989,isolated
a18022,isolated
a27414,isolated
a12823,isolated
a06647,isolated
a14176,both_directions
a00299,isolated
a18106,backward_only
a23683,isolated
a17109,forward_only
a23566,isolated
a30092,isolated
a21271,isolated
a23531,isolated
a27442,isolated
a06913,backward_only
a14599,isolated
a30415,isolated
a07543,isolated
a08122,both_directions
a07886,both_directions
a30543,isolated
a01031,isolated
a30429,backward_only
a09231,both_directions
a07017,isolated
a03210,backward_only
a01636,isolated
a28083,backward_only
a21417,isolated
a17573,both_directions
a08066,backward_only
a03656,isolated
a06128,forward_only
a08646,isolated
a28913,isolated
a03102,forward_only
a00487,both_directions
a10440,both_directions
a30439,isolated
a16911,isolated
a28585,forward_only
a24510,backward_only
a15558,isolated
a11622,isolated
a19133,backward_only
a31294,forward_only
a16893,isolated
a18466,isolated
a15847,both_directions
a19918,backward_only
a18139,backward_only
a20701,isolated
a27938,isolated
a09992,isolated
a13441,isolated
a08103,backward_only
a14433,backward_only
a12295,isolated
a22413,forward_only
a14524,both_directions
a18799,both_directions
a18654,both_directions
a01142,isolated
a21177,isolated
a26832,isolated
a14816,both_directions
a03143,isolated
a12309,forward_only
a22761,isolated
a25027,both_directions
a15252,forward_only
a15961,both_directions
a15208,isolated
a18567,backward_only
a24525,isolated
a26509,isolated
a00716,both_directions
a27317,isolated
a23752,both_directions
a25065,backward_only
a03005,isolated
a28926,forward_only
a28974,both_directions
a15596,backward_only
a19546,backward_only
a04862,backward_only
a11549,backward_only
a17789,forward_only
a10409,both_directions
a12834,backward_only
a29178,backward_only
a24293,isolated
a27411,both_directions
a20178,isolated
a28136,forward_only
a25873,isolated
a12566,both_directions
a22863,isolated
a19405,isolated
a13735,backward_only
a25367,isolated
a05875,isolated
a02171,isolated
a00112,backward_only
a26807,both_directions
a07188,backward_only
a22835,backward_only
a11166,isolated
a06338,isolated
a09059,forward_only
a03938,both_directions
a21039,forward_only
a18640,isolated
a22441,isolated
a18965,isolated
a00315,backward_only
a07369,both_directions
a20186,backward_only
a19684,both_directions
a28811,isolated
a08568,isolated
a03358,forward_only
a13637,backward_only
a15117,isolated
a30713,isolated
a22571,forward_only
a29439,both_directions
a01869,backward_only
a02511,forward_only
a23260,both_directions
a31264,backward_only
a29469,backward_only
a07741,backward_only
a13277,isolated
a16233,backward_only
a24139,isolated
a05616,isolated
a13112,isolated
a21799,backward_only
a11060,forward_only
a15886,isolated
a17668,isolated
a26461,isolated
a21662,isolated
a01819,backward_only
a17050,isolated
a09166,backward_only
a29655,isolated
a22820,backward_only
a13110,backward_only
a06216,both_directions
a05800,isolated
a25967,isolated
a13893,isolated
a15804,both_directions
a01011,backward_only
a20078,backward_only
a03274,isolated
a30453,backward_only
a26588,isolated
a17660,forward_only
a10351,isolated
a05501,isolated
a05159,isolated
a21892,isolated
a05615,isolated
a06414,forward_only
a16649,backward_only
a21193,forward_only
a31097,forward_only
a01659,isolated
a03646,isolated
a28438,isolated
a25931,isolated
a21696,isolated
a30732,isolated
a31055,isolated
a05998,isolated
a20686,isolated
a19654,isolated
a31254,backward_only
a11331,both_directions
a10263,forward_only
a16812,both_directions
a03767,isolated
a17386,backward_only
a09113,backward_only
a13257,both_directions
a17576,forward_only
a22592,backward_only
a05542,isolated
a04939,backward_only
a23894,isolated
a13151,isolated
a30880,forward_only
a02553,isolated
a12327,isolated
a11123,isolated
a16160,isolated
a03907,isolated
a08127,isolated
a23038,backward_only
a20288,isolated
a10382,forward_only
a12262,backward_only
a01458,backward_only
a29556,isolated
a13352,backward_only
a07555,backward_only
a09690,isolated
a01678,isolated
a12883,both_directions
a29757,isolated
a18132,both_directions
a11316,both_directions
a11361,both_directions
a29872,backward_only
a09372,isolated
a26563,isolated
a24367,isolated
a09218,isolated
a17142,isolated
a08512,backward_only
a18757,backward_only
a28598,isolated
a23258,backward_only
a01671,both_directions
a05857,isolated
a06410,isolated
a29491,both_directions
a05613,isolated
a17745,backward_only
a07532,isolated
a19107,isolated
a28941,forward_only
a04425,forward_only
a23473,backward_only
a20862,isolated
a14678,isolated
a20917,isolated
a11868,isolated
a09161,both_directions
a19240,isolated
a15292,backward_only
a14260,forward_only
a23781,isolated
a02371,isolated
a06770,isolated
a21763,isolated
a14145,both_directions
a30204,isolated
a06740,backward_only
a19015,forward_only
a14491,isolated
a17024,isolated
a29519,isolated
a09716,forward_only
a22517,backward_only
a24822,isolated
a22815,both_directions
a00661,both_directions
a03193,backward_only
a24594,backward_only
a26488,forward_only
a16581,backward_only
a20289,isolated
a06849,isolated
a30618,backward_only
a04185,backward_only
a28943,isolated
a28314,isolated
a19677,isolated
a06755,isolated
a13544,backward_only
a06884,isolated
a12484,isolated
a24931,both_directions
a01400,isolated
a24372,isolated
a01369,isolated
a17320,backward_only
a27444,isolated
a20005,backward_only
a30671,forward_only
a17222,isolated
a15989,isolated
a12661,isolated
a04316,backward_only
a06794,backward_only
a13371,isolated
a17144,isolated
a25852,backward_only
a06131,backward_only
a25844,backward_only
a21384,forward_only
a23713,isolated
a30313,backward_only
a12334,isolated
a16416,isolated
a18399,isolated
a25807,backward_only
a22633,isolated
a18837,backward_only
a23801,isolated
a13182,backward_only
a11156,backward_only
a22079,both_directions
a16576,isolated
a19992,both_directions
a18736,isolated
a16983,backward_only
a24010,backward_only
a03371,backward_only
a18670,backward_only
a21195,backward_only
a11672,isolated
a21237,isolated
a05187,both_directions
a14612,backward_only
a11907,backward_only
a11225,isolated
a28222,both_directions
a06018,isolated
a16462,isolated
a03676,isolated
a20073,isolated
a29773,isolated
a26428,backward_only
a29775,isolated
a30378,isolated
a05450,both_directions
a18598,isolated
a00428,isolated
a09090,forward_only
a05252,backward_only
a03003,isolated
a14207,isolated
a21062,forward_only
a10873,forward_only
a15230,isolated
a02491,backward_only
a26784,isolated
a31024,backward_only
a14162,isolated
a17843,forward_only
a14192,isolated
a05238,isolated
a10096,isolated
a15487,forward_only
a11989,backward_only
a13688,isolated
a14881,both_directions
a13461,isolated
a04372,backward_only
a23366,isolated
a17937,isolated
a14187,backward_only
a00208,forward_only
a19475,isolated
a04170,both_directions
a18384,isolated
a08687,isolated
a06181,isolated
a17508,isolated
a18593,isolated
a09330,backward_only
a00624,isolated
a14066,forward_only
a09265,isolated
a24767,isolated
a16826,backward_only
a19834,isolated
a03177,backward_only
a31385,isolated
a20079,both_directions
a12050,isolated
a15001,backward_only
a03501,isolated
a27673,backward_only
a02815,isolated
a11120,isolated
a29948,forward_only
a30636,backward_only
a02267,isolated
a10760,forward_only
a30157,both_directions
a17019,backward_only
a21568,isolated
a01530,forward_only
a08459,forward_only
a24060,both_directions
a00480,backward_only
a29969,both_directions
a24979,isolated
a19264,isolated
a20158,forward_only
a15589,isolated
a18299,backward_only
a24496,forward_only
a05075,isolated
a11151,isolated
a14453,isolated
a01494,isolated
a25811,isolated
a18881,backward_only
a03076,both_directions
a06625,backward_only
a11425,isolated
a22500,both_directions
a03872,isolated
a25738,both_directions
a07951,forward_only
a01864,both_directions
a24249,isolated
a08680,isolated
a03732,isolated
a17884,both_directions
a05184,isolated
a22011,isolated
a11014,isolated
a06169,isolated
a25675,isolated
a24453,isolated
a12266,isolated
a23393,both_directions
a05718,backward_only
a27346,forward_only
a06571,isolated
a14168,isolated
a27491,isolated
a27249,isolated
a23069,isolated
a17650,isolated
a27261,isolated
a25962,forward_only
a21286,forward_only
a15950,forward_only
a28619,backward_only
a19438,isolated
a11261,both_directions
a14711,backward_only
a26757,backward_only
a06643,forward_only
a14119,backward_only
a17042,isolated
a16798,forward_only
a30629,isolated
a10846,isolated
a00178,isolated
a28100,isolated
a17489,isolated
a22288,forward_only
a08714,isolated
a30089,isolated
a30090,isolated
a24331,isolated
a15363,both_directions
a24086,backward_only
a05223,backward_only
a29080,backward_only
a28904,isolated
a16839,both_directions
a14926,forward_only
a20841,isolated
a27052,backward_only
a12519,isolated
a14250,both_directions
a10077,backward_only
a04390,isolated
a24596,isolated
a26852,backward_only
a18294,backward_only
a26294,both_directions
a08128,both_directions
a00202,isolated
a03115,isolated
a25532,backward_only
a26067,isolated
a23873,both_directions
a20148,isolated
a10294,isolated
a25214,forward_only
a15242,both_directions
a25714,backward_only
a06297,isolated
a02757,isolated
a09599,backward_only
a03019,both_directions
a23084,isolated
a04751,both_directions
a24556,isolated
a06062,isolated
a08129,isolated
a21707,isolated
a22936,isolated
a10275,backward_only
a23097,backward_only
a20810,forward_only
a05993,both_directions
a06082,isolated
a23718,backward_only
a22316,backward_only
a05164,both_directions
a06120,isolated
a06403,isolated
a29169,backward_only
a23580,both_directions
a15144,isolated
a24627,isolated
a21978,isolated
a07744,isolated
a12512,both_directions
a02946,forward_only
a27071,both_directions
a18124,isolated
a22807,isolated
a24825,isolated
a04454,isolated
a25210,isolated
a24841,backward_only
