account,A_fprofit,A_fpprofit,A_fsize,B_fprofit,B_fpprofit,B_fsize,A_bprofit,A_bpprofit,A_bsize,B_bprofit,B_bpprofit,B_bsize
a06764,0.0,0.0,0,798254560000.0,798254560000.0,5,0.0,0.0,0,393530000000.0,393530000000.0,2
a20945,0.0,0.0,0,406144275738649.25,406144275738649.25,1,0.0,0.0,0,406155238775492.5,406155238775492.5,1
a23379,0.0,0.0,0,227511852250.0,227511852250.0,1,0.0,0.0,0,130280000000.0,130280000000.0,5
a00484,223808162340000.0,223808162340000.0,15,185879240000000.0,185879240000000.0,15,0.0,0.0,0,37220698000000.0,37220698000000.0,3
a27881,0.0,0.0,0,569055935600.0,569055935600.0,5,584824805926613.0,584824805926613.0,5,1749600000000.0,1749600000000.0,6
a26635,1.2205179773771996e+18,1.2205179773771996e+18,10,62424066099387.22,62424066099387.22,12,0.0,0.0,0,20759139300000.0,20759139300000.0,4
a04740,908246600000.0,908246600000.0,9,754084740958.846,754084740958.846,7,0.0,0.0,0,0.0,0.0,0
a05154,298410883120000.0,298410883120000.0,20,108462436564672.42,108462436564672.42,21,0.0,0.0,0,5894843618000.0,5894843618000.0,5
a26737,0.0,0.0,0,24490969999717.13,24490969999717.13,5,0.0,0.0,0,21011464631190.22,21011464631190.22,5
a27479,0.0,0.0,0,40980890000000.0,40980890000000.0,5,0.0,0.0,0,17989500000000.0,17989500000000.0,5
a18262,373013603900000.0,373013603900000.0,25,961029971000000.0,961029971000000.0,25,0.0,0.0,0,166737225600000.0,166737225600000.0,5
a00687,0.0,0.0,0,6921779550870.162,6921779550870.162,5,0.0,0.0,0,1242976109981.63,1242976109981.63,5
a19989,0.0,0.0,0,0.0,0.0,5,0.0,0.0,0,260850000000.0,260850000000.0,5
a22640,0.0,0.0,0,0.0,0.0,5,0.0,0.0,0,36913000000.0,36913000000.0,4
a18444,0.0,0.0,0,0.0,0.0,1,0.0,0.0,0,66390000000.0,66390000000.0,1
a24693,0.0,0.0,0,2905819980000.0,2905819980000.0,5,3837075000000.0,3837075000000.0,2,6439443600000.0,6439443600000.0,3
a04362,96220000000.0,96220000000.0,2,85800000000.0,85800000000.0,5,85800000000.0,85800000000.0,2,96220000000.0,96220000000.0,2
a02177,2786244344560000.0,2786244344560000.0,25,20155950291817.355,20155950291817.355,25,0.0,0.0,0,4070298762363.471,4070298762363.471,5
a14427,0.0,0.0,0,10334250000000.0,10334250000000.0,1,0.0,0.0,0,10343946200000.0,10343946200000.0,2
a29095,0.0,0.0,0,0.0,0.0,5,169542443599831.97,169542443599831.97,5,63574666780000.0,63574666780000.0,9
a25064,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,837493000000.0,837493000000.0,1
a28328,20332880000.0,20332880000.0,4,38992000000.0,38992000000.0,8,38992000000.0,38992000000.0,4,20332880000.0,20332880000.0,4
a30570,583590000000.0,583590000000.0,1,1532079910000.0,1532079910000.0,4,271440000000.0,271440000000.0,1,584400000000.0,584400000000.0,2
a10438,0.0,0.0,0,1009515209405689.8,1009515209405689.8,4,0.0,0.0,0,1009918153881800.0,1009918153881800.0,2
a23651,0.0,0.0,0,203509199775970.6,203509199775970.6,5,499790000000.0,499790000000.0,1,348557750200000.0,348557750200000.0,5
a28711,0.0,0.0,0,122890000000.0,122890000000.0,4,0.0,0.0,0,140000000000.0,140000000000.0,1
a05457,0.0,0.0,0,4430478781566133.0,4430478781566133.0,5,22842601800000.0,22842601800000.0,5,1531203943100000.0,1531203943100000.0,5
a29636,0.0,0.0,0,96031000000.0,96031000000.0,5,748950000000.0,748950000000.0,5,603358160000.0,603358160000.0,5
a11268,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,3867270000000.0,3867270000000.0,1
a03260,2526366211000000.0,2526366211000000.0,25,3689954445000001.0,3689954445000001.0,25,6990729534199098.0,6990729534199098.0,25,3132773500000000.0,3132773500000000.0,25
a05610,2475942803000000.0,2475942803000000.0,10,191468500000000.0,191468500000000.0,13,0.0,0.0,0,38370008750000.0,38370008750000.0,5
a17140,0.0,0.0,0,12987373742071.744,12987373742071.744,5,0.0,0.0,0,5324037928742.376,5324037928742.376,5
a10172,1734499997811.5,1734499997811.5,2,41933526599958.63,41933526599958.63,3,0.0,0.0,0,37872902200000.0,37872902200000.0,4
a00622,999995800000000.0,999995800000000.0,1,3.732992083e+16,3.732992083e+16,5,414169812734126.6,414169812734126.6,17,6.9654801695e+16,6.9654801695e+16,17
a14057,413862000000.0,413862000000.0,20,107935525211141.52,107935525211141.52,21,79795482766897.19,79795482766897.19,5,23342741650000.0,23342741650000.0,9
a19331,298784575471969.75,298784575471969.75,10,458696125452670.6,458696125452670.6,13,0.0,0.0,0,6940857950144.91,6940857950144.91,5
a22096,3563658848700000.0,3563658848700000.0,5,13137234000000.0,13137234000000.0,5,0.0,0.0,0,2629336590000.0,2629336590000.0,1
a03782,2397087321000000.0,2397087321000000.0,25,80322437500000.0,80322437500000.0,25,0.0,0.0,0,16071587500000.0,16071587500000.0,5
a23984,0.0,0.0,0,106612085941346.92,106612085941346.92,5,0.0,0.0,0,105356143117710.4,105356143117710.4,5
a26535,0.0,0.0,0,7419591138123.535,7419591138123.535,5,0.0,0.0,0,5193007016308.684,5193007016308.684,5
a07877,0.0,0.0,0,59337726300000.0,59337726300000.0,5,0.0,0.0,0,62863203800000.0,62863203800000.0,2
a23000,0.0,0.0,0,382360000000.0,382360000000.0,1,0.0,0.0,0,400000000000.0,400000000000.0,1
a07092,0.0,0.0,0,967047190000000.0,967047190000000.0,3,2169769559495624.8,2169769559495624.8,20,1152081465000000.0,1152081465000000.0,21
a19953,0.0,0.0,0,4912500000000.0,4912500000000.0,5,0.0,0.0,0,84772406000000.0,84772406000000.0,5
a14973,0.0,0.0,0,113247524100000.0,113247524100000.0,4,0.0,0.0,0,113361344099999.98,113361344099999.98,1
a29321,0.0,0.0,10,71495800000000.0,71495800000000.0,11,11165021308189.71,11165021308189.71,20,70560240000000.0,70560240000000.0,21
a27993,0.0,0.0,0,0.0,0.0,5,0.0,0.0,0,16802880000.0,16802880000.0,5
a09961,0.0,0.0,0,0.0,0.0,3,0.0,0.0,0,9000000000.0,9000000000.0,2
a16230,373013603900000.0,373013603900000.0,25,533889209287589.3,533889209287589.3,25,0.0,0.0,0,2503344028166.3926,2503344028166.3926,5
a14899,0.0,0.0,0,2613583200000.0,2613583200000.0,4,0.0,0.0,0,4709340800000.0,4709340800000.0,3
a02392,1348425000000.0002,1348425000000.0002,1,59672772999080.83,59672772999080.83,3,0.0,0.0,0,59895000000000.0,59895000000000.0,2
a24797,6012858500000000.0,6012858500000000.0,15,245134380000000.0,245134380000000.0,15,710997840550000.2,710997840550000.2,20,6049276828000000.0,6049276828000000.0,21
a24792,0.0,0.0,0,0.0,0.0,0,25992300908500.97,25992300908500.97,25,0.0,0.0,25
a14648,0.0,0.0,0,196850000000.0,196850000000.0,1,0.0,0.0,0,200000000000.0,200000000000.0,1
a22315,0.0,0.0,0,13646103319241.48,13646103319241.48,5,0.0,0.0,0,2821281574806.9956,2821281574806.9956,5
a16621,0.0,0.0,0,0.0,0.0,5,0.0,0.0,0,995800000000.0,995800000000.0,1
a06189,0.0,0.0,0,443548169999946.25,443548169999946.25,5,0.0,0.0,0,293731400000000.0,293731400000000.0,5
a18834,0.0,0.0,0,0.0,0.0,5,0.0,0.0,0,17600000000.0,17600000000.0,1
a01143,0.0,0.0,0,0.0,0.0,5,0.0,0.0,0,303490000000.0,303490000000.0,2
a16796,0.0,0.0,0,275991600000000.0,275991600000000.0,3,0.0,0.0,0,276889579552050.62,276889579552050.62,2
a12692,0.0,0.0,0,2784976264834.4004,2784976264834.4004,5,0.0,0.0,0,2504521639641.2637,2504521639641.2637,5
a24071,0.0,0.0,0,9323400000.0,9323400000.0,1,0.0,0.0,0,0.0,0.0,0
a07652,0.0,0.0,0,2.0009960999999996e+16,2.0009960999999996e+16,3,0.0,0.0,0,2.00099916e+16,2.00099916e+16,2
a13916,0.0,0.0,0,23100290640000.0,23100290640000.0,5,0.0,0.0,0,23943918700000.0,23943918700000.0,2
a28355,0.0,0.0,0,21582101851290.016,21582101851290.016,5,0.0,0.0,0,5226265594270.437,5226265594270.437,5
a31407,6041420000000.0,6041420000000.0,5,8942250000000.0,8942250000000.0,9,12943320000000.0,12943320000000.0,20,282682600000000.0,282682600000000.0,21
a30207,87999999994.0,87999999994.0,1,71602117667389.72,71602117667389.72,5,0.0,0.0,0,24257520077659.062,24257520077659.062,5
a04133,7.204999139e+16,7.204999139e+16,1,7.20489958e+16,7.20489958e+16,1,0.0,0.0,0,0.0,0.0,0
a13439,74533842246000.0,74533842246000.0,10,74338371920000.0,74338371920000.0,12,855942380000.0,855942380000.0,10,23705127873803.543,23705127873803.543,13
a27800,0.0,0.0,0,749980000000.0,749980000000.0,1,0.0,0.0,0,775180000000.0,775180000000.0,1
a05580,0.0,0.0,0,0.0,0.0,5,904367805243.68,904367805243.68,19,74021343999585.47,74021343999585.47,20
a08562,0.0,0.0,0,4129364280000.0,4129364280000.0,5,186499216380000.0,186499216380000.0,10,54746900000000.0,54746900000000.0,10
a08074,1.151976e+16,1.151976e+16,20,115401745893928.0,115401745893928.0,20,0.0,0.0,0,6440715641924.344,6440715641924.344,5
a18475,169764205035260.47,169764205035260.47,25,62535919753213.67,62535919753213.67,25,777891877600000.0,777891877600000.0,10,22673479291674.668,22673479291674.668,13
a03435,0.0,0.0,0,0.0,0.0,5,0.0,0.0,0,193487900000.0,193487900000.0,5
a06490,0.0,0.0,0,21941709825220.68,21941709825220.68,5,598885739396947.4,598885739396947.4,5,11176521365780.918,11176521365780.918,9
a27837,0.0,0.0,0,7105540359654.781,7105540359654.781,5,0.0,0.0,0,5772890765038.754,5772890765038.754,5
a26593,0.0,0.0,0,572432033680.6162,572432033680.6162,5,0.0,0.0,0,635250433680.6162,635250433680.6162,5
a08790,0.0,0.0,0,38894520536100.0,38894520536100.0,1,584824805926613.0,584824805926613.0,5,45768454860000.0,45768454860000.0,9
a05520,0.0,0.0,0,351998320000000.0,351998320000000.0,1,3459680000000.0,3459680000000.0,2,704000000000000.0,704000000000000.0,2
a21927,0.0,0.0,1,46373745000000.0,46373745000000.0,5,170966003599831.97,170966003599831.97,7,162225330866163.5,162225330866163.5,10
a15925,23835881200000.0,23835881200000.0,20,11849804416548.6,11849804416548.6,20,169542443599831.97,169542443599831.97,5,5367301700000.0,5367301700000.0,8
a04151,179294217000000.0,179294217000000.0,25,12298420936629.91,12298420936629.91,25,0.0,0.0,0,2499604187325.982,2499604187325.982,5
a05051,0.0,0.0,0,0.0,0.0,5,0.0,0.0,0,594120000100.17,594120000100.17,3
a04903,0.0,0.0,0,39121864600000.0,39121864600000.0,5,0.0,0.0,0,41498135258000.0,41498135258000.0,5
a16979,0.0,0.0,0,67480000000.0,67480000000.0,1,0.0,0.0,0,67900000000.0,67900000000.0,1
a24568,0.0,0.0,0,7271090000000.0,7271090000000.0,5,584824805926613.0,584824805926613.0,11,53670363480812.08,53670363480812.08,12
a18694,62337525000000.0,62337525000000.0,1,60906400000000.0,60906400000000.0,1,0.0,0.0,0,60678000000000.0,60678000000000.0,1
a21078,0.0,0.0,0,9561283396186.557,9561283396186.557,5,0.0,0.0,0,3424839497977.098,3424839497977.098,5
a31223,0.0,0.0,0,2472281871569.5845,2472281871569.5845,5,0.0,0.0,0,6744878700017.01,6744878700017.01,5
a07743,29024565603836.406,29024565603836.406,2,51416433370607.06,51416433370607.06,5,0.0,0.0,0,9994937837477.77,9994937837477.77,5
a24622,0.0,0.0,0,5442289007413.411,5442289007413.411,5,0.0,0.0,0,5442064557413.411,5442064557413.411,5
a05923,0.0,0.0,0,19838750500000.0,19838750500000.0,5,0.0,0.0,6,792443267600000.0,792443267600000.0,8
a23747,0.0,0.0,0,0.0,0.0,5,0.0,0.0,0,3478017000000.0,3478017000000.0,5
a13764,0.0,0.0,0,81644635.27171,81644635.27171,5,217196037163940.72,217196037163940.72,5,4935950000000.0,4935950000000.0,5
a07671,0.0,0.0,0,0.0,0.0,2,0.0,0.0,0,0.0,0.0,2
a05207,0.0,0.0,0,853667844900000.0,853667844900000.0,5,744310332100000.0,744310332100000.0,7,1086436595500000.0,1086436595500000.0,9
a26923,10991018726861.33,10991018726861.33,2,46959680000000.0,46959680000000.0,5,66351177500000.0,66351177500000.0,10,101039108216861.31,101039108216861.31,10
a14923,0.0,0.0,0,0.0,0.0,1,0.0,0.0,0,1928750000.0,1928750000.0,1
a17431,6079000000000.0,6079000000000.0,25,570996465440000.0,570996465440000.0,25,0.0,0.0,0,55939364351000.0,55939364351000.0,5
a04350,0.0,0.0,0,5654341199371.293,5654341199371.293,4,2949174966615.23,2949174966615.23,1,5721825400000.0,5721825400000.0,5
a18140,0.0,0.0,0,0.0,0.0,0,26641450000000.0,26641450000000.0,5,7712432310000.0,7712432310000.0,9
a10219,0.0,0.0,0,7458305500000.0,7458305500000.0,1,584824805926613.0,584824805926613.0,5,37396527500000.0,37396527500000.0,5
a29051,0.0,0.0,0,0.0,0.0,5,0.0,0.0,0,29074799063.04,29074799063.04,5
a26146,1659422962441.7788,1659422962441.7788,2,480802000000000.0,480802000000000.0,5,3710905603603682.5,3710905603603682.5,10,724814253373380.0,724814253373380.0,13
a12885,963909999693.61,963909999693.61,1,335291015366.1,335291015366.1,5,4612573014398.0,4612573014398.0,6,6576861998419.119,6576861998419.119,8
a16147,0.0,0.0,0,1009756250000000.0,1009756250000000.0,3,0.0,0.0,0,1009947500000000.0,1009947500000000.0,2
a08172,0.0,0.0,0,1009902500000000.0,1009902500000000.0,3,0.0,0.0,0,1009979000000000.0,1009979000000000.0,2
a16644,0.0,0.0,0,35979000000000.0,35979000000000.0,5,841493023656520.6,841493023656520.6,15,180464440200000.0,180464440200000.0,15
a30255,0.0,0.0,0,63543100000000.0,63543100000000.0,5,497601561435129.7,497601561435129.7,5,227966290000000.0,227966290000000.0,9
a24647,0.0,0.0,0,4391229900000.0,4391229900000.0,5,0.0,0.0,0,11369189900000.0,11369189900000.0,1
a26685,0.0,0.0,0,13581422470000.0,13581422470000.0,5,120192479547914.95,120192479547914.95,10,50896161000000.0,50896161000000.0,13
a15572,0.0,0.0,0,17062052830.0,17062052830.0,5,0.0,0.0,0,35695000000.0,35695000000.0,5
a00068,0.0,0.0,0,12268800000000.0,12268800000000.0,5,0.0,0.0,0,1269000000000.0,1269000000000.0,2
a05025,328741180344904.0,328741180344904.0,4,396640000000.0,396640000000.0,6,0.0,0.0,0,9948205410930.57,9948205410930.57,5
a06004,0.0,0.0,0,195405404579733.8,195405404579733.8,3,0.0,0.0,0,1200230000000.0,1200230000000.0,5
a17356,0.0,0.0,0,1.00099526e+16,1.00099526e+16,4,0.0,0.0,0,1.00099916e+16,1.00099916e+16,2
a15991,0.0,0.0,0,0.0,0.0,5,0.0,0.0,0,8990000000.0,8990000000.0,2
a30374,0.0,0.0,0,0.0,0.0,5,18523377280000.0,18523377280000.0,9,10360544000000.0,10360544000000.0,8
a06270,0.0,0.0,0,1108675300000.0,1108675300000.0,1,0.0,0.0,0,1111825300000.0,1111825300000.0,1
a07039,0.0,0.0,2,46428163755625.0,46428163755625.0,5,0.0,0.0,0,32392718292734.61,32392718292734.61,5
a04343,0.0,0.0,0,781100000000.0,781100000000.0,1,0.0,0.0,0,1064040000000.0,1064040000000.0,1
a04989,0.0,0.0,0,96964510000000.0,96964510000000.0,5,0.0,0.0,0,3686211288039.667,3686211288039.667,5
a24950,1448590115247145.5,1448590115247145.5,25,7517300000000.0,7517300000000.0,25,0.0,0.0,0,1560700000000.0,1560700000000.0,5
a10594,0.0,0.0,0,12576009487395.066,12576009487395.066,5,127102717618072.56,127102717618072.56,3,35228191020662.39,35228191020662.39,7
a30120,0.0,0.0,0,304536961100000.0,304536961100000.0,5,0.0,0.0,0,304887645918177.9,304887645918177.9,5
a22142,1344427064502.8591,1344427064502.8591,2,2562532048824.3506,2562532048824.3506,4,2547216048898.91,2547216048898.91,2,1344427064502.8591,1344427064502.8591,2
a29825,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1
a15269,0.0,0.0,0,0.0,0.0,3,0.0,0.0,0,4748000000.0,4748000000.0,1
a11140,0.0,0.0,0,43300153000000.0,43300153000000.0,1,6303802370791.404,6303802370791.404,5,83100023000000.0,83100023000000.0,8
a20500,0.0,0.0,0,0.0,0.0,5,0.0,0.0,0,124422200125.44,124422200125.44,4
a10573,0.0,0.0,0,4984889294000.0,4984889294000.0,5,45706000000000.0,45706000000000.0,5,7555196100000.0,7555196100000.0,9
a24345,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,3
a26073,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1016913000000.0,1016913000000.0,1
a18001,0.0,0.0,0,253977900000000.0,253977900000000.0,5,0.0,0.0,0,254251030000000.0,254251030000000.0,2
a16177,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,17401709800000.0,17401709800000.0,2
a08731,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,9305567200406.5,9305567200406.5,5
a24313,303256000000.0,303256000000.0,1,102975850000000.0,102975850000000.0,5,0.0,0.0,0,32068375455735.4,32068375455735.4,5
a23331,0.0,0.0,0,14748550000000.0,14748550000000.0,5,366765879629655.7,366765879629655.7,16,132615334996762.5,132615334996762.5,17
a09081,0.0,0.0,0,0.0,0.0,5,793950811408000.0,793950811408000.0,10,357650000000.0,357650000000.0,10
a14768,0.0,0.0,0,0.0,0.0,4,0.0,0.0,0,656894064316.0798,656894064316.0798,3
a16043,2342775000000.0,2342775000000.0,4,22320860161916.387,22320860161916.387,7,3509601711916.387,3509601711916.387,28,5856937500000.0,5856937500000.0,10
a00494,0.0,0.0,0,51609445109626.016,51609445109626.016,5,31476000000.0,31476000000.0,3,40084347919601.59,40084347919601.59,3
a30419,43500000000.0,43500000000.0,25,3669670299997406.5,3669670299997406.5,25,0.0,0.0,0,733969927998605.4,733969927998605.4,5
a12795,0.0,0.0,0,0.0,0.0,5,0.0,0.0,0,12060000000.0,12060000000.0,2
a23633,0.0,0.0,0,6788944477844.3,6788944477844.3,5,0.0,0.0,0,14083748841427.71,14083748841427.71,5
a29584,0.0,0.0,0,3281942900000.0,3281942900000.0,2,0.0,0.0,0,3338700000000.0,3338700000000.0,1
a05972,29560000000.0,29560000000.0,5,323167050000.0,323167050000.0,6,4755573151889.268,4755573151889.268,10,0.0,0.0,10
a00160,0.0,0.0,0,0.0,0.0,5,0.0,0.0,18,0.0,0.0,0
a00167,0.0,0.0,0,3564514100000.0,3564514100000.0,2,0.0,0.0,0,137454000000.0,137454000000.0,5
a02895,0.0,0.0,0,1422994120000000.0,1422994120000000.0,4,11537821349696.7,11537821349696.7,8,1128970593203682.5,1128970593203682.5,9
a09934,0.0,0.0,0,1391703510000.0,1391703510000.0,5,0.0,0.0,0,1848989800000.0,1848989800000.0,5
a16676,0.0,0.0,0,0.0,0.0,5,0.0,0.0,0,1512376999951.07,1512376999951.07,3
a21424,0.0,0.0,0,24493627239688.78,24493627239688.78,5,0.0,0.0,0,16819698400000.0,16819698400000.0,5
a17973,7349528774861326.0,7349528774861326.0,25,49302442300863.15,49302442300863.15,25,0.0,0.0,0,10014028460172.629,10014028460172.629,5
a31400,293927550000000.0,293927550000000.0,15,154979000000000.0,154979000000000.0,15,0.0,0.0,0,20996430000000.0,20996430000000.0,3
a01490,980033500000.0,980033500000.0,1,993700000000.0,993700000000.0,5,0.0,0.0,0,114781878621727.77,114781878621727.77,5
a28747,39965350000000.0,39965350000000.0,1,81768898169643.4,81768898169643.4,5,40065984495643.414,40065984495643.414,5,206867151900000.0,206867151900000.0,9
a27371,0.0,0.0,0,2007144084000.0,2007144084000.0,5,0.0,0.0,0,98910000000.0,98910000000.0,5
a10633,0.0,0.0,0,64616607249999.99,64616607249999.99,5,82421020000000.0,82421020000000.0,5,309099400000000.0,309099400000000.0,5
a08513,0.0,0.0,0,68686290000.0,68686290000.0,5,0.0,0.0,0,75164380000.0,75164380000.0,2
a25326,0.0,0.0,0,0.0,0.0,5,0.0,0.0,0,0.0,0.0,5
a15545,0.0,0.0,0,0.0,0.0,2,690460811253919.4,690460811253919.4,25,248768120500000.0,248768120500000.0,25
a17403,2268256503100000.0,2268256503100000.0,15,82505301750000.0,82505301750000.0,15,0.0,0.0,0,4146493849405.12,4146493849405.12,5
a17443,0.0,0.0,0,18998530000000.0,18998530000000.0,1,2.3349971675e+16,2.3349971675e+16,3,57000000000000.0,57000000000000.0,3
a29643,0.0,0.0,0,0.0,0.0,5,0.0,0.0,0,750529210000000.0,750529210000000.0,5
a04852,0.0,0.0,0,17135319105828.691,17135319105828.691,5,0.0,0.0,0,6972471090554.354,6972471090554.354,5
a25653,0.0,0.0,0,0.0,0.0,5,0.0,0.0,0,3000000000.0,3000000000.0,4
a11307,0.0,0.0,0,40594112299200.195,40594112299200.195,5,0.0,0.0,0,468865856700000.0,468865856700000.0,5
a05055,0.0,0.0,0,0.0,0.0,5,22637383785000.0,22637383785000.0,25,1292968103545.0,1292968103545.0,25
a30567,0.0,0.0,0,0.0,0.0,3,0.0,0.0,0,2181300000.0,2181300000.0,3
a17481,0.0,0.0,0,15000000000.0,15000000000.0,5,0.0,0.0,0,0.0,0.0,0
a00110,0.0,0.0,0,64208244776648.15,64208244776648.15,5,1.95313338936e+16,1.95313338936e+16,10,347900000000000.0,347900000000000.0,10
a15311,0.0,0.0,3,176253600000.0,176253600000.0,7,0.0,0.0,0,78000000000.0,78000000000.0,5
a13751,149205441560000.0,149205441560000.0,10,994780420450000.0,994780420450000.0,13,692066142500000.0,692066142500000.0,5,377443829998774.5,377443829998774.5,9
a14338,0.0,0.0,0,501510000000.0,501510000000.0,5,0.0,0.0,0,990970000000.0,990970000000.0,1
a13253,0.0,0.0,0,0.0,0.0,5,0.0,0.0,0,13229119170.08,13229119170.08,5
a25936,298410883120000.0,298410883120000.0,20,9839789305500000.0,9839789305500000.0,21,1452051663823093.8,1452051663823093.8,15,8222481124700000.0,8222481124700000.0,17
a03242,0.0,0.0,0,242248294955.35175,242248294955.35175,5,0.0,0.0,0,386167100000.0,386167100000.0,3
a27303,0.0,0.0,0,9980680000000.0,9980680000000.0,1,0.0,0.0,0,4780699550000.0,4780699550000.0,5
a21488,0.0,0.0,14,334796700000.0,334796700000.0,9,0.0,0.0,14,8859421800000.0,8859421800000.0,9
a30065,0.0,0.0,0,0.0,0.0,5,77743553774.76797,77743553774.76797,1,292230000000.0,292230000000.0,1
a09780,0.0,0.0,0,3769554400000.0,3769554400000.0,1,42127160200000.0,42127160200000.0,2,20968600100000.0,20968600100000.0,2
a14476,0.0,0.0,0,3788953300000.0,3788953300000.0,2,0.0,0.0,0,5338900200000.0,5338900200000.0,5
a25828,0.0,0.0,0,10964425400000.0,10964425400000.0,4,584824805926613.0,584824805926613.0,5,55010822500000.0,55010822500000.0,5
a06409,0.0,0.0,0,1557549624000.0,1557549624000.0,1,0.0,0.0,0,0.0,0.0,0
a19012,0.0,0.0,0,0.0,0.0,5,0.0,0.0,0,115233761842.13087,115233761842.13087,5
a16016,0.0,0.0,0,0.0,0.0,5,0.0,0.0,0,0.0,0.0,5
a18840,414064836500000.0,414064836500000.0,25,15362920500000.0,15362920500000.0,25,0.0,0.0,0,3539249060574.448,3539249060574.448,5
a03421,0.0,0.0,0,1117300000000.0,1117300000000.0,5,0.0,0.0,0,1230000000000.0,1230000000000.0,1
a28140,129781180000000.0,129781180000000.0,2,1329760500000000.0,1329760500000000.0,5,129940000000000.0,129940000000000.0,2,4149768370000000.0,4149768370000000.0,4
a12949,298410883120000.0,298410883120000.0,20,186122450000000.0,186122450000000.0,21,0.0,0.0,0,30394270000000.0,30394270000000.0,5
a16446,0.0,0.0,0,14746278000000.0,14746278000000.0,4,47160136840000.0,47160136840000.0,5,75420900000000.0,75420900000000.0,5
a11751,0.0,0.0,0,80475039999999.58,80475039999999.58,1,0.0,0.0,0,80473632900000.0,80473632900000.0,3
a10581,0.0,0.0,0,28708830400000.0,28708830400000.0,5,1922780236476.488,1922780236476.488,5,48693445799575.59,48693445799575.59,9
a16275,0.0,0.0,0,18223000000.0,18223000000.0,5,0.0,0.0,0,341893200000.0,341893200000.0,2
a02253,0.0,0.0,0,1009924634000000.0,1009924634000000.0,4,0.0,0.0,0,1009979965999999.8,1009979965999999.8,3
a11373,0.0,0.0,0,3022187342400.0,3022187342400.0,5,0.0,0.0,0,3376384600000.0,3376384600000.0,5
a23029,0.0,0.0,0,1009746500000000.0,1009746500000000.0,3,0.0,0.0,0,1009945400000000.0,1009945400000000.0,2
a13314,0.0,0.0,0,0.0,0.0,5,0.0,0.0,0,0.0,0.0,0
a17514,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1
a25643,150017640100000.0,150017640100000.0,2,247923326649999.97,247923326649999.97,6,202409274633474.9,202409274633474.9,8,152138071194000.0,152138071194000.0,9
a02715,0.0,0.0,15,51743132000000.0,51743132000000.0,15,0.0,0.0,0,10377186400000.0,10377186400000.0,3
a19169,1023164476000000.0,1023164476000000.0,20,256333189500000.0,256333189500000.0,20,0.0,0.0,0,51268687900000.0,51268687900000.0,4
a29008,661270532000000.0,661270532000000.0,5,606206800000000.0,606206800000000.0,5,692066142500000.0,692066142500000.0,5,604730500000000.0,604730500000000.0,5
a01628,0.0,0.0,0,0.0,0.0,5,0.0,0.0,0,35061050000.0,35061050000.0,4
a03930,373013603900000.0,373013603900000.0,25,1761510444500000.0,1761510444500000.0,25,2329317302750001.5,2329317302750001.5,25,1005916494500000.0,1005916494500000.0,25
a12035,0.0,0.0,0,3699999693.61,3699999693.61,5,0.0,0.0,0,2368636799902.14,2368636799902.14,4
a22004,74602720780000.0,74602720780000.0,5,50646526757942.49,50646526757942.49,5,0.0,0.0,0,4432659854537.763,4432659854537.763,5
a07677,0.0,0.0,9,103222950000000.0,103222950000000.0,10,16636519662521.04,16636519662521.04,10,6910766100468.695,6910766100468.695,13
a12485,7376950000000.0,7376950000000.0,5,79956950000000.0,79956950000000.0,9,450383464327881.44,450383464327881.44,11,108126070000000.0,108126070000000.0,13
a06431,347710000000.0,347710000000.0,5,188179450000.0,188179450000.0,6,233391120000.0,233391120000.0,5,337900000000.0,337900000000.0,5
a01686,0.0,0.0,0,672107550000.0,672107550000.0,2,0.0,0.0,0,598740000000.0,598740000000.0,1
a20809,0.0,0.0,0,36186704150000.0,36186704150000.0,1,0.0,0.0,0,36206234150000.0,36206234150000.0,1
a05659,298410883120000.0,298410883120000.0,20,382817626750000.0,382817626750000.0,20,0.0,0.0,0,59008246600000.0,59008246600000.0,5
a10808,0.0,0.0,0,87991839940000.0,87991839940000.0,5,1857327703452587.2,1857327703452587.2,24,491702077826568.0,491702077826568.0,24
a27159,0.0,0.0,0,0.0,0.0,5,169542443599831.97,169542443599831.97,5,4890000000000.0,4890000000000.0,5
a12873,0.0,0.0,0,2426992704660.68,2426992704660.68,5,0.0,0.0,0,2355619400000.0,2355619400000.0,5
a05112,760000000000.0,760000000000.0,1,2402084800000.0,2402084800000.0,5,38740000000.0,38740000000.0,1,1618845000000.0,1618845000000.0,2
a26497,0.0,0.0,0,2906393422163.01,2906393422163.01,4,99711515743430.2,99711515743430.2,15,13700002022163.01,13700002022163.01,16
a30969,373013603900000.0,373013603900000.0,25,525466839500000.0,525466839500000.0,25,10839898991583.447,10839898991583.447,10,434053262900000.0,434053262900000.0,13
a17495,0.0,0.0,0,0.0,0.0,1,0.0,0.0,0,23270000000.0,23270000000.0,1
a10208,0.0,0.0,0,1300018578700000.0,1300018578700000.0,1,0.0,0.0,0,1300024878700000.0,1300024878700000.0,1
