account,normal_fprofit,normal_fpprofit,normal_fsize,abnormal_fprofit,abnormal_fpprofit,abnormal_fsize,bad_fprofit,bad_fpprofit,bad_fsize,A_fprofit,A_fpprofit,A_fsize,B_fprofit,B_fpprofit,B_fsize,normal_bprofit,normal_bpprofit,normal_bsize,abnormal_bprofit,abnormal_bpprofit,abnormal_bsize,bad_bprofit,bad_bpprofit,bad_bsize,A_bprofit,A_bpprofit,A_bsize,B_bprofit,B_bpprofit,B_bsize
a11454,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,24358790206968.12,24358790206968.12,5,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,103714821200000.0,103714821200000.0,5
a18535,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,49571612260000.0,49571612260000.0,5,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,49966669934363.26,49966669934363.26,5
a15345,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,177600000000.0,177600000000.0,5,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,275636960000.0,275636960000.0,3
a20174,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,3745828000.0,3745828000.0,5,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,32060000000.0,32060000000.0,4
a27782,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,43155036246.0,43155036246.0,5,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,79030186287.20001,79030186287.20001,4
a03708,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,184497900000.0,184497900000.0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,186807900000.0,186807900000.0,1
a01436,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,34871677470000.0,34871677470000.0,5,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,21245564000000.0,21245564000000.0,4
a02059,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,598320000000.0,598320000000.0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,599160000000.0,599160000000.0,1
a20149,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,9538000000.0,9538000000.0,1
a01610,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1009959050000000.0,1009959050000000.0,3,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1009986770000000.0,1009986770000000.0,3
a21217,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,16759716003099.633,16759716003099.633,5,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,11892454191172.406,11892454191172.406,5
a13143,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,15000000000.0,15000000000.0,5,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,56640000000.0,56640000000.0,2
a04702,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,5,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,95170000000.0,95170000000.0,1
a09821,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,3494212300000.0,3494212300000.0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,3498202300000.0,3498202300000.0,1
